Name;Time of analysis;Indicator;Grade;Lat;Lon;Central Pressure;Max sustained wind speed;a;b;c;d;Landfall
SHANSHAN;18080500;2;5;229;1474;970;70;90055;55;30300;150;
SHANSHAN;18080506;2;5;238;1475;970;70;90055;55;30300;150;
SHANSHAN;18080512;2;5;246;1473;970;70;90055;55;30300;150;
SHANSHAN;18080518;2;5;256;1467;970;70;90055;55;40300;210;
SHANSHAN;18080600;2;5;265;1462;970;70;90055;55;40300;210;
SHANSHAN;18080606;2;5;275;1460;970;70;90055;55;30300;210;
SHANSHAN;18080612;2;5;285;1457;970;70;90055;55;20300;210;
SHANSHAN;18080618;2;5;297;1450;970;70;90055;55;20300;210;
SHANSHAN;18080700;2;5;305;1443;970;70;90055;55;20300;210;
SHANSHAN;18080706;2;5;313;1439;970;70;90055;55;20300;210;
SHANSHAN;18080712;2;5;320;1431;970;70;90055;55;20300;210;
SHANSHAN;18080718;2;5;325;1422;970;70;90055;55;20300;210;
SHANSHAN;18080800;2;5;333;1419;970;70;90055;55;20300;210;
SHANSHAN;18080803;2;5;335;1415;975;65;90050;50;20300;180;
SHANSHAN;18080806;2;5;338;1412;975;65;90050;50;20300;150;
SHANSHAN;18080809;2;5;341;1413;975;65;90050;50;20300;150;
SHANSHAN;18080812;2;5;345;1413;975;65;90050;50;20300;150;
SHANSHAN;18080815;2;5;348;1412;975;65;20050;30;20300;150;
SHANSHAN;18080818;2;5;353;1410;975;65;20050;30;20300;150;
SHANSHAN;18080821;2;5;358;1410;975;65;20050;30;20300;150;
SHANSHAN;18080900;2;4;362;1411;980;60;20050;20;20240;150;
SHANSHAN;18080903;2;4;368;1412;980;60;20040;10;20240;150;
SHANSHAN;18080906;2;4;373;1414;980;60;20040;10;20240;150;
SHANSHAN;18080909;2;4;376;1419;980;55;30040;10;30240;150;
SHANSHAN;18080912;2;4;379;1425;985;50;0;0;30240;150;
SHANSHAN;18080918;2;3;391;1441;990;45;0;0;30240;150;
SHANSHAN;18081000;2;3;400;1472;992;45;0;0;30240;150;
SHANSHAN;18081006;2;6;410;1510;992;0;;;;;
SHANSHAN;18081012;2;6;413;1546;992;0;;;;;
SHANSHAN;18081018;2;6;412;1584;994;0;;;;;
SHANSHAN;18081100;2;6;411;1634;996;0;;;;;
SHANSHAN;18081106;2;6;406;1694;998;0;;;;;
YAGI;66666;1814;41;19;1814;0;6;YAGI;20181003;;;
YAGI;18080600;2;2;182;1341;1000;0;;;;;
YAGI;18080606;2;2;185;1340;1000;0;;;;;
YAGI;18080612;2;2;187;1339;998;0;;;;;
YAGI;18080618;2;2;190;1336;998;0;;;;;
YAGI;18080700;2;2;191;1333;998;0;;;;;
YAGI;18080706;2;2;191;1328;996;0;;;;;
YAGI;18080712;2;2;191;1326;996;0;;;;;
YAGI;18080718;2;2;191;1325;996;0;;;;;
YAGI;18080800;2;3;192;1325;994;35;0;0;40270;120;
YAGI;18080806;2;3;195;1334;994;35;0;0;40270;120;
YAGI;18080812;2;3;199;1340;994;35;0;0;40270;120;
YAGI;18080818;2;3;206;1340;994;35;0;0;40270;120;
YAGI;18080900;2;3;210;1337;994;35;0;0;30270;120;
YAGI;18080906;2;3;209;1334;994;35;0;0;30240;150;
YAGI;18080912;2;3;209;1334;994;35;0;0;30240;150;
YAGI;18080918;2;3;222;1330;994;35;0;0;30240;150;
YAGI;18081000;2;3;228;1323;994;35;0;0;20240;150;
YAGI;18081006;2;3;227;1319;994;35;0;0;20240;150;
YAGI;18081012;2;3;233;1320;994;35;0;0;20240;150;
YAGI;18081018;2;3;242;1309;994;35;0;0;20240;150;
YAGI;18081100;2;3;250;1296;994;35;0;0;20240;150;
YAGI;18081106;2;3;250;1280;992;35;0;0;20240;150;
YAGI;18081112;2;3;250;1268;990;40;0;0;10270;150;
YAGI;18081118;2;3;252;1255;990;40;0;0;10270;150;
YAGI;18081200;2;3;256;1248;990;40;0;0;10270;150;
YAGI;18081206;2;3;265;1236;990;40;0;0;10270;150;
YAGI;18081212;2;3;276;1223;990;40;0;0;10270;120;
YAGI;18081218;2;3;290;1207;990;35;0;0;10270;90;
YAGI;18081300;2;2;307;1189;994;0;;;;;
YAGI;18081306;2;2;319;1177;994;0;;;;;
YAGI;18081312;2;2;329;1170;996;0;;;;;
YAGI;18081318;2;2;342;1161;998;0;;;;;
YAGI;18081400;2;2;355;1164;1000;0;;;;;
YAGI;18081406;2;2;369;1170;1000;0;;;;;
YAGI;18081412;2;2;377;1176;1000;0;;;;;
YAGI;18081418;2;2;379;1189;1002;0;;;;;
YAGI;18081500;2;2;379;1195;1002;0;;;;;
YAGI;18081506;2;6;379;1197;1000;0;;;;;
YAGI;18081512;2;6;372;1193;1000;0;;;;;
YAGI;18081518;2;6;366;1179;1004;0;;;;;
YAGI;18081600;2;6;353;1161;1006;0;;;;;
LEEPI;66666;1815;25;20;1815;0;6;LEEPI;20181004;;;
LEEPI;18081012;2;2;175;1450;1006;0;;;;;
LEEPI;18081018;2;2;182;1444;1004;0;;;;;
LEEPI;18081100;2;2;186;1440;1004;0;;;;;
LEEPI;18081106;2;2;190;1438;1004;0;;;;;
LEEPI;18081112;2;3;197;1434;1000;35;0;0;20120;60;
LEEPI;18081118;2;3;207;1430;998;40;0;0;20120;60;
LEEPI;18081200;2;3;214;1427;998;40;0;0;10150;90;
LEEPI;18081206;2;3;225;1420;998;40;0;0;10150;90;
LEEPI;18081212;2;3;234;1412;998;40;0;0;10150;90;
LEEPI;18081218;2;3;244;1405;996;45;0;0;10150;90;
LEEPI;18081300;2;3;253;1399;996;45;0;0;10150;90;
LEEPI;18081306;2;4;265;1386;994;50;0;0;10150;90;
LEEPI;18081312;2;4;271;1382;994;50;0;0;20150;90;
LEEPI;18081318;2;4;283;1372;994;50;0;0;20150;90;
LEEPI;18081400;2;4;294;1362;994;50;0;0;20150;90;
LEEPI;18081406;2;4;305;1349;994;50;0;0;20150;90;
LEEPI;18081409;2;4;309;1341;994;50;0;0;20150;90;
LEEPI;18081412;2;4;314;1332;994;50;0;0;20150;70;
LEEPI;18081415;2;3;318;1324;996;45;0;0;20150;50;
LEEPI;18081417;2;3;324;1319;998;40;0;0;20090;30;#
LEEPI;18081418;2;3;325;1314;1000;40;0;0;20090;30;
LEEPI;18081421;2;3;332;1306;1002;35;0;0;20090;30;
LEEPI;18081500;2;2;339;1300;1006;0;;;;;
LEEPI;18081506;2;2;349;1294;1006;0;;;;;
LEEPI;18081512;2;2;357;1293;1006;0;;;;;
BEBINCA;66666;1816;33;21;1816;0;6;BEBINCA;20181005;;;
BEBINCA;18080918;2;2;199;1116;998;0;;;;;
BEBINCA;18081000;2;2;203;1117;998;0;;;;;
BEBINCA;18081006;2;2;207;1119;998;0;;;;;
BEBINCA;18081012;2;2;209;1121;998;0;;;;;
BEBINCA;18081018;2;2;210;1122;996;0;;;;;
BEBINCA;18081100;2;2;212;1123;994;0;;;;;
BEBINCA;18081106;2;2;221;1122;994;0;;;;;
BEBINCA;18081112;2;2;215;1123;994;0;;;;;
BEBINCA;18081118;2;2;212;1121;994;0;;;;;
BEBINCA;18081200;2;2;210;1121;992;0;;;;;
BEBINCA;18081206;2;2;209;1122;992;0;;;;;
BEBINCA;18081212;2;2;206;1123;992;0;;;;;
BEBINCA;18081218;2;2;206;1127;992;0;;;;;
BEBINCA;18081300;2;3;206;1129;990;35;0;0;40120;60;
BEBINCA;18081306;2;3;206;1133;990;35;0;0;40120;60;
BEBINCA;18081312;2;3;206;1135;990;35;0;0;40120;60;
BEBINCA;18081318;2;3;207;1137;990;35;0;0;40120;60;
BEBINCA;18081400;2;3;209;1139;990;35;0;0;40120;60;
BEBINCA;18081406;2;3;210;1136;990;35;0;0;40120;60;
BEBINCA;18081412;2;3;210;1133;990;35;0;0;40120;60;
BEBINCA;18081418;2;3;210;1129;990;35;0;0;40120;60;
BEBINCA;18081500;2;3;209;1120;990;35;0;0;40120;60;
BEBINCA;18081506;2;3;210;1114;990;40;0;0;40120;60;
BEBINCA;18081512;2;3;208;1107;990;40;0;0;40120;60;
BEBINCA;18081518;2;3;207;1096;990;40;0;0;40120;60;
BEBINCA;18081600;2;3;205;1083;990;40;0;0;40120;60;
BEBINCA;18081606;2;3;201;1079;985;45;0;0;40120;60;
BEBINCA;18081612;2;3;198;1072;985;45;0;0;40120;60;
BEBINCA;18081618;2;3;197;1065;990;40;0;0;40090;60;
BEBINCA;18081700;2;3;195;1051;992;35;0;0;90060;60;
BEBINCA;18081706;2;2;190;1040;994;0;;;;;
BEBINCA;18081712;2;2;202;1022;996;0;;;;;
BEBINCA;18081718;2;2;198;1003;996;0;;;;;
HECTOR;66666;1817;14;22;1817;0;6;HECTOR;20181005;;;
HECTOR;18081312;2;7;252;1806;998;40;0;0;80090;60;
HECTOR;18081318;2;3;258;1789;998;40;0;0;80090;60;
HECTOR;18081400;2;3;263;1769;998;40;0;0;80090;60;
HECTOR;18081406;2;3;265;1758;1000;35;0;0;80090;60;
HECTOR;18081412;2;3;270;1744;1004;35;0;0;80090;60;
HECTOR;18081418;2;3;278;1726;1004;35;0;0;80120;60;
HECTOR;18081500;2;3;287;1706;1004;35;0;0;80120;60;
HECTOR;18081506;2;3;293;1689;1004;35;0;0;80120;60;
HECTOR;18081512;2;2;299;1679;1008;0;;;;;
HECTOR;18081518;2;2;307;1671;1012;0;;;;;
HECTOR;18081600;2;2;316;1664;1014;0;;;;;
HECTOR;18081606;2;2;322;1658;1014;0;;;;;
HECTOR;18081612;2;2;327;1657;1014;0;;;;;
HECTOR;18081618;2;2;336;1657;1014;0;;;;;
RUMBIA;66666;1818;23;23;1818;0;6;RUMBIA;20181005;;;
RUMBIA;18081400;2;2;229;1287;998;0;;;;;
RUMBIA;18081406;2;2;236;1282;998;0;;;;;
RUMBIA;18081412;2;2;244;1278;998;0;;;;;
RUMBIA;18081418;2;2;255;1275;998;0;;;;;
RUMBIA;18081500;2;2;270;1273;996;0;;;;;
RUMBIA;18081506;2;3;282;1269;994;35;0;0;30180;90;
RUMBIA;18081512;2;3;291;1260;992;35;0;0;30180;90;
RUMBIA;18081518;2;3;296;1253;990;40;0;0;30180;90;
RUMBIA;18081600;2;3;300;1246;990;40;0;0;30210;90;
RUMBIA;18081606;2;3;303;1239;990;40;0;0;20210;90;
RUMBIA;18081612;2;3;305;1229;985;45;0;0;20240;90;
RUMBIA;18081618;2;3;307;1217;985;45;0;0;10240;90;
RUMBIA;18081700;2;3;311;1204;985;45;0;0;10240;90;
RUMBIA;18081706;2;3;315;1188;985;40;0;0;10240;90;
RUMBIA;18081712;2;3;317;1174;990;35;0;0;10240;90;
RUMBIA;18081718;2;3;319;1161;990;35;0;0;10240;90;
RUMBIA;18081800;2;2;322;1153;992;0;;;;;
RUMBIA;18081806;2;2;324;1149;994;0;;;;;
RUMBIA;18081812;2;2;327;1145;994;0;;;;;
RUMBIA;18081818;2;2;332;1143;996;0;;;;;
RUMBIA;18081900;2;2;336;1147;998;0;;;;;
RUMBIA;18081906;2;2;338;1153;998;0;;;;;
RUMBIA;18081912;2;2;341;1164;998;0;;;;;
SOULIK;66666;1819;69;24;1819;1;0;SOULIK;20181005;;;
SOULIK;18081506;2;2;117;1447;1000;0;;;;;
SOULIK;18081512;2;2;128;1441;1002;0;;;;;
SOULIK;18081518;2;2;141;1435;1000;0;;;;;
SOULIK;18081600;2;3;156;1430;998;35;0;0;20150;90;
SOULIK;18081606;2;3;173;1423;998;35;0;0;20150;90;
SOULIK;18081612;2;3;189;1417;994;40;0;0;20180;120;
SOULIK;18081618;2;3;200;1414;990;45;0;0;20180;120;
SOULIK;18081700;2;4;214;1410;985;50;0;0;90150;150;
SOULIK;18081706;2;4;230;1405;980;55;90050;50;90150;150;
SOULIK;18081712;2;5;238;1402;970;65;90050;50;90150;150;
SOULIK;18081718;2;5;244;1401;965;70;90050;50;90150;150;
SOULIK;18081800;2;5;246;1401;960;75;90050;50;90150;150;
SOULIK;18081806;2;5;248;1400;955;80;90060;60;10180;150;
SOULIK;18081812;2;5;249;1399;955;80;90060;60;10180;150;
SOULIK;18081818;2;5;250;1396;955;80;90060;60;10180;150;
SOULIK;18081900;2;5;251;1390;955;80;90060;60;10180;150;
SOULIK;18081906;2;5;252;1386;955;80;90060;60;10180;150;
SOULIK;18081912;2;5;254;1379;960;75;90060;60;10180;150;
SOULIK;18081918;2;5;256;1371;965;70;90080;80;10210;180;
SOULIK;18082000;2;5;258;1364;960;75;90080;80;10210;180;
SOULIK;18082006;2;5;261;1355;955;80;90080;80;10210;180;
SOULIK;18082012;2;5;264;1345;955;80;90080;80;10210;180;
SOULIK;18082015;2;5;267;1340;955;80;90080;80;10210;180;
SOULIK;18082018;2;5;270;1333;950;85;90080;80;10210;150;
SOULIK;18082021;2;5;274;1327;950;85;90080;80;10210;150;
SOULIK;18082100;2;5;277;1321;950;85;90080;80;10210;150;
SOULIK;18082103;2;5;280;1316;950;85;90080;80;10210;150;
SOULIK;18082106;2;5;283;1309;950;85;90080;80;10210;150;
SOULIK;18082109;2;5;288;1304;950;85;90080;80;10210;150;
SOULIK;18082112;2;5;289;1298;950;85;90080;80;10210;150;
SOULIK;18082115;2;5;294;1293;950;85;90080;80;10180;150;
SOULIK;18082118;2;5;297;1287;950;85;90080;80;10180;150;
SOULIK;18082121;2;5;301;1282;950;85;90080;80;10180;150;
SOULIK;18082200;2;5;304;1276;950;85;90080;80;10180;150;
SOULIK;18082203;2;5;307;1272;950;85;90080;80;90150;150;
SOULIK;18082206;2;5;312;1268;955;80;90080;80;90150;150;
SOULIK;18082209;2;5;316;1265;955;80;90080;80;90150;150;
SOULIK;18082212;2;5;319;1262;960;75;90080;80;90150;150;
SOULIK;18082218;2;5;326;1257;965;70;90060;60;90150;150;
SOULIK;18082300;2;5;330;1255;965;70;90060;60;90150;150;
SOULIK;18082306;2;5;336;1257;970;65;90060;60;90150;150;
SOULIK;18082312;2;4;343;1261;975;60;90060;60;40150;120;
SOULIK;18082318;2;3;357;1273;985;45;0;0;40180;120;
SOULIK;18082400;2;3;375;1289;985;45;0;0;40210;120;
SOULIK;18082406;2;3;389;1304;985;45;0;0;30210;120;
SOULIK;18082412;2;3;401;1320;990;40;0;0;30240;120;
SOULIK;18082418;2;6;411;1339;992;0;;;;;
SOULIK;18082500;2;6;421;1355;996;0;;;;;
SOULIK;18082506;2;6;427;1366;998;0;;;;;
SOULIK;18082512;2;6;435;1386;1002;0;;;;;
SOULIK;18082518;2;6;442;1408;1002;0;;;;;
SOULIK;18082600;2;6;445;1424;1004;0;;;;;
SOULIK;18082606;2;6;439;1444;1004;0;;;;;
SOULIK;18082612;2;6;431;1478;1004;0;;;;;
SOULIK;18082618;2;6;428;1515;1002;0;;;;;
SOULIK;18082700;2;6;426;1546;1002;0;;;;;
SOULIK;18082706;2;6;435;1574;1000;0;;;;;
SOULIK;18082712;2;6;434;1600;998;0;;;;;
SOULIK;18082718;2;6;435;1622;992;0;;;;;
SOULIK;18082800;2;6;440;1655;992;0;;;;;
SOULIK;18082806;2;6;446;1678;992;0;;;;;
SOULIK;18082812;2;6;458;1713;994;0;;;;;
SOULIK;18082818;2;6;479;1748;994;0;;;;;
SOULIK;18082900;2;6;517;1781;994;0;;;;;
SOULIK;18082906;2;6;546;1787;990;0;;;;;
SOULIK;18082912;2;6;565;1785;990;0;;;;;
SOULIK;18082918;2;6;574;1789;988;0;;;;;
SOULIK;18083000;2;6;581;1794;988;0;;;;;
SOULIK;18083006;2;6;587;1818;992;0;;;;;
CIMARON;66666;1820;40;25;1820;0;6;CIMARON;20181005;;;
CIMARON;18081612;2;2;113;1603;1008;0;;;;;
CIMARON;18081618;2;2;117;1596;1006;0;;;;;
CIMARON;18081700;2;2;120;1589;1008;0;;;;;
CIMARON;18081706;2;2;122;1581;1006;0;;;;;
CIMARON;18081712;2;2;125;1569;1008;0;;;;;
CIMARON;18081718;2;2;129;1555;1006;0;;;;;
CIMARON;18081800;2;2;133;1546;1006;0;;;;;
CIMARON;18081806;2;2;137;1543;1004;0;;;;;
CIMARON;18081812;2;3;140;1539;1000;35;0;0;90150;150;
CIMARON;18081818;2;3;144;1532;998;35;0;0;90150;150;
CIMARON;18081900;2;3;148;1524;996;40;0;0;90150;150;
CIMARON;18081906;2;3;153;1517;992;45;0;0;90150;150;
CIMARON;18081912;2;4;158;1509;990;50;0;0;30270;150;
CIMARON;18081918;2;4;164;1500;985;55;90050;50;30270;150;
CIMARON;18082000;2;4;170;1491;985;55;90050;50;30270;150;
CIMARON;18082006;2;4;177;1482;985;55;90050;50;30300;150;
CIMARON;18082012;2;4;185;1473;980;60;90050;50;30300;150;
CIMARON;18082018;2;4;192;1463;980;60;90050;50;20300;150;
CIMARON;18082100;2;5;201;1451;975;65;90060;60;20300;150;
CIMARON;18082106;2;5;212;1441;970;70;90060;60;20300;150;
CIMARON;18082112;2;5;219;1427;965;70;90060;60;20300;150;
CIMARON;18082118;2;5;231;1414;960;75;20090;60;20300;150;
CIMARON;18082200;2;5;242;1400;955;80;20090;60;20300;150;
CIMARON;18082206;2;5;255;1388;950;85;20090;60;20300;150;
CIMARON;18082212;2;5;269;1373;950;85;20090;60;20300;150;
CIMARON;18082215;2;5;276;1366;950;85;20090;60;20300;150;
CIMARON;18082218;2;5;284;1359;955;80;20090;60;20300;150;
CIMARON;18082221;2;5;290;1354;955;80;20090;60;20300;150;
CIMARON;18082300;2;5;298;1350;955;80;20090;60;20300;150;
CIMARON;18082303;2;5;310;1347;955;80;20090;60;20300;150;
CIMARON;18082306;2;5;318;1345;955;80;20090;60;20300;150;
CIMARON;18082309;2;5;328;1345;965;75;20090;60;20300;150;
CIMARON;18082312;2;5;338;1346;970;75;20090;60;20270;150;#
CIMARON;18082314;2;5;346;1346;975;70;40120;60;20270;150;#
CIMARON;18082315;2;5;350;1347;980;65;40120;60;20270;150;
CIMARON;18082318;2;4;365;1351;985;60;30080;40;30270;150;
CIMARON;18082321;2;4;380;1353;990;55;30060;30;30300;150;
CIMARON;18082400;2;4;392;1362;990;50;0;0;30300;150;
CIMARON;18082406;2;3;407;1374;994;40;0;0;30240;150;
CIMARON;18082412;2;6;417;1397;1000;0;;;;;
JEBI;66666;1821;55;27;1821;1;0;JEBI;20181019;;;
JEBI;18082618;2;2;110;1605;1008;0;;;;;
JEBI;18082700;2;2;119;1597;1008;0;;;;;
JEBI;18082706;2;2;128;1592;1008;0;;;;;
JEBI;18082712;2;2;136;1589;1008;0;;;;;
JEBI;18082718;2;3;145;1579;1004;35;0;0;90060;60;
JEBI;18082800;2;3;154;1570;1000;40;0;0;20090;60;
JEBI;18082806;2;3;162;1563;1000;40;0;0;20090;60;
JEBI;18082812;2;3;166;1556;996;45;0;0;20120;90;
JEBI;18082818;2;4;167;1544;992;50;0;0;20180;100;
JEBI;18082900;2;4;170;1535;990;60;90030;30;20180;100;
JEBI;18082906;2;5;173;1523;985;65;90030;30;20180;100;
JEBI;18082912;2;5;173;1514;980;70;10045;30;10180;100;
JEBI;18082918;2;5;174;1505;965;80;10050;30;10180;100;
JEBI;18083000;2;5;176;1491;955;85;10050;30;10180;100;
JEBI;18083006;2;5;177;1481;940;90;90040;40;10180;100;
JEBI;18083012;2;5;178;1469;935;95;90045;45;10180;100;
JEBI;18083018;2;5;178;1454;925;100;90050;50;80180;100;
JEBI;18083100;2;5;179;1442;915;105;90060;60;80180;100;
JEBI;18083106;2;5;183;1427;915;105;90060;60;10210;130;
JEBI;18083112;2;5;185;1415;915;105;90070;70;10230;150;
JEBI;18083118;2;5;191;1402;915;105;90080;80;10230;150;
JEBI;18090100;2;5;196;1392;915;105;90090;90;10230;150;
JEBI;18090106;2;5;204;1383;915;105;90090;90;20230;150;
JEBI;18090112;2;5;210;1373;925;100;90090;90;20240;150;
JEBI;18090118;2;5;218;1365;935;95;90090;90;20240;150;
JEBI;18090200;2;5;227;1358;935;95;90090;90;20240;150;
JEBI;18090206;2;5;237;1350;935;95;90100;100;20240;180;
JEBI;18090212;2;5;245;1344;935;95;90100;100;20240;180;
JEBI;18090218;2;5;255;1338;935;95;90100;100;20240;180;
JEBI;18090300;2;5;266;1332;940;90;90100;100;20240;180;
JEBI;18090306;2;5;275;1326;940;90;20100;80;20240;180;
JEBI;18090312;2;5;286;1326;940;90;20100;70;20280;140;
JEBI;18090315;2;5;294;1326;945;85;20100;70;20280;140;
JEBI;18090318;2;5;303;1328;945;85;20110;60;20280;140;
JEBI;18090321;2;5;313;1332;950;85;20110;60;20280;140;
JEBI;18090400;2;5;324;1337;950;85;20120;40;20300;120;
JEBI;18090402;2;5;333;1342;950;85;20120;40;20300;120;#
JEBI;18090403;2;5;338;1345;950;85;20120;40;20300;120;
JEBI;18090404;2;5;343;1348;955;85;30100;40;30300;120;#
JEBI;18090406;2;5;356;1357;965;75;30090;30;30300;120;
JEBI;18090409;2;5;371;1364;965;70;40080;30;40300;180;
JEBI;18090412;2;5;392;1377;970;65;40080;30;40350;180;
JEBI;18090415;2;4;413;1392;975;50;0;0;40500;300;
JEBI;18090418;2;4;432;1399;975;50;0;0;40500;300;
JEBI;18090421;2;4;450;1402;975;50;0;0;30450;300;
JEBI;18090500;2;6;465;1390;976;0;;;;;
JEBI;18090506;2;6;493;1375;976;0;;;;;
JEBI;18090512;2;6;512;1363;980;0;;;;;
JEBI;18090518;2;6;528;1362;980;0;;;;;
JEBI;18090600;2;6;540;1365;982;0;;;;;
JEBI;18090606;2;6;549;1369;984;0;;;;;
JEBI;18090612;2;6;557;1375;986;0;;;;;
JEBI;18090618;2;6;567;1378;990;0;;;;;
JEBI;18090700;2;6;587;1378;992;0;;;;;
JEBI;18090706;2;6;621;1363;996;0;;;;;
MANGKHUT;66666;1822;46;29;1822;0;6;MANGKHUT;20181026;;;
MANGKHUT;18090612;2;2;118;1702;1008;0;;;;;
MANGKHUT;18090618;2;2;120;1692;1008;0;;;;;
MANGKHUT;18090700;2;2;120;1678;1008;0;;;;;
MANGKHUT;18090706;2;2;123;1666;1006;0;;;;;
MANGKHUT;18090712;2;3;127;1654;1000;35;0;0;90150;150;
MANGKHUT;18090718;2;3;130;1639;1000;35;0;0;90150;150;
MANGKHUT;18090800;2;3;136;1623;998;40;0;0;90150;150;
MANGKHUT;18090806;2;3;143;1606;996;40;0;0;90150;150;
MANGKHUT;18090812;2;3;145;1592;992;45;0;0;90150;150;
MANGKHUT;18090818;2;4;146;1574;990;50;0;0;90160;160;
MANGKHUT;18090900;2;5;148;1552;975;65;90060;60;90180;180;
MANGKHUT;18090906;2;5;153;1529;975;65;90060;60;90180;180;
MANGKHUT;18090912;2;5;151;1514;970;70;90060;60;90180;180;
MANGKHUT;18090918;2;5;146;1491;955;80;90070;70;90180;180;
MANGKHUT;18091000;2;5;146;1475;955;80;90070;70;90180;180;
MANGKHUT;18091006;2;5;144;1456;955;80;90070;70;90180;180;
MANGKHUT;18091012;2;5;142;1442;950;85;90070;70;90180;180;
MANGKHUT;18091018;2;5;140;1426;940;90;90080;80;90180;180;
MANGKHUT;18091100;2;5;140;1413;935;95;90090;90;90180;180;
MANGKHUT;18091106;2;5;139;1398;915;105;90110;110;90180;180;
MANGKHUT;18091112;2;5;137;1387;905;110;90110;110;90210;210;
MANGKHUT;18091118;2;5;140;1374;905;110;90110;110;90240;240;
MANGKHUT;18091200;2;5;139;1362;905;110;90110;110;90240;240;
MANGKHUT;18091206;2;5;140;1352;905;110;90110;110;90240;240;
MANGKHUT;18091212;2;5;143;1340;905;110;90110;110;10280;240;
MANGKHUT;18091218;2;5;144;1325;905;110;90110;110;10300;240;
MANGKHUT;18091300;2;5;145;1314;905;110;90110;110;10300;240;
MANGKHUT;18091306;2;5;148;1300;905;110;90110;110;10300;240;
MANGKHUT;18091312;2;5;149;1289;905;110;90120;120;30400;300;
MANGKHUT;18091318;2;5;152;1279;905;110;90120;120;30400;300;
MANGKHUT;18091400;2;5;160;1269;905;110;90120;120;30400;300;
MANGKHUT;18091406;2;5;167;1257;905;110;90120;120;30400;300;
MANGKHUT;18091412;2;5;174;1241;905;110;90120;120;30400;300;
MANGKHUT;18091418;2;5;180;1223;905;110;90120;120;20400;300;
MANGKHUT;18091500;2;5;180;1205;940;90;90120;120;20400;300;
MANGKHUT;18091506;2;5;185;1197;940;90;90120;120;20400;300;
MANGKHUT;18091512;2;5;192;1183;950;85;90120;120;20350;240;
MANGKHUT;18091518;2;5;198;1170;955;80;90120;120;20350;240;
MANGKHUT;18091600;2;5;206;1153;960;75;90090;90;20350;240;
MANGKHUT;18091606;2;5;217;1135;960;75;90090;90;20350;210;
MANGKHUT;18091612;2;5;222;1116;970;65;90090;90;20300;180;
MANGKHUT;18091618;2;4;227;1097;980;55;90090;90;20300;180;
MANGKHUT;18091700;2;3;232;1083;992;45;0;0;40300;180;
MANGKHUT;18091706;2;2;240;1070;998;0;;;;;
MANGKHUT;18091712;2;2;240;1056;1002;0;;;;;
MANGKHUT;18091718;2;2;241;1039;1004;0;;;;;
BARIJAT;66666;1823;21;30;1823;0;6;BARIJAT;20181102;;;
BARIJAT;18090806;2;2;205;1218;1006;0;;;;;
BARIJAT;18090812;2;2;209;1223;1008;0;;;;;
BARIJAT;18090818;2;2;211;1225;1006;0;;;;;
BARIJAT;18090900;2;2;213;1228;1006;0;;;;;
BARIJAT;18090906;2;2;214;1230;1006;0;;;;;
BARIJAT;18090912;2;2;217;1226;1008;0;;;;;
BARIJAT;18090918;2;2;217;1222;1006;0;;;;;
BARIJAT;18091000;2;2;215;1218;1006;0;;;;;
BARIJAT;18091006;2;2;213;1210;1006;0;;;;;
BARIJAT;18091012;2;2;212;1202;1006;0;;;;;
BARIJAT;18091018;2;2;211;1195;1004;0;;;;;
BARIJAT;18091100;2;3;209;1187;1000;35;0;0;90060;60;
BARIJAT;18091106;2;3;207;1180;998;40;0;0;90060;60;
BARIJAT;18091112;2;3;204;1174;998;40;0;0;90060;60;
BARIJAT;18091118;2;3;205;1164;998;40;0;0;90060;60;
BARIJAT;18091200;2;3;207;1154;998;40;0;0;90060;60;
BARIJAT;18091206;2;3;209;1145;998;40;0;0;90060;60;
BARIJAT;18091212;2;3;209;1135;998;40;0;0;90060;60;
BARIJAT;18091218;2;3;208;1121;998;40;0;0;90060;60;
BARIJAT;18091300;2;3;215;1106;1002;35;0;0;90060;60;
BARIJAT;18091306;2;2;220;1099;1006;0;;;;;
TRAMI;66666;1824;68;31;1824;1;0;TRAMI;20181203;;;
TRAMI;18092006;2;2;118;1467;1002;0;;;;;
TRAMI;18092012;2;2;128;1460;1004;0;;;;;
TRAMI;18092018;2;2;136;1454;1002;0;;;;;
TRAMI;18092100;2;2;145;1444;1002;0;;;;;
TRAMI;18092106;2;3;150;1437;1000;35;0;0;10180;90;
TRAMI;18092112;2;3;153;1428;1000;40;0;0;10180;90;
TRAMI;18092118;2;3;155;1416;998;45;0;0;10180;90;
TRAMI;18092200;2;4;159;1402;994;50;0;0;10210;120;
TRAMI;18092206;2;4;168;1387;990;55;90030;30;10210;120;
TRAMI;18092212;2;4;171;1378;985;60;90030;30;10210;120;
TRAMI;18092218;2;5;171;1362;975;65;90045;45;10210;120;
TRAMI;18092300;2;5;171;1352;970;70;90050;50;10210;120;
TRAMI;18092306;2;5;173;1343;955;80;90075;75;80240;150;
TRAMI;18092312;2;5;175;1333;950;85;90080;80;80240;150;
TRAMI;18092318;2;5;181;1322;940;90;90090;90;80240;150;
TRAMI;18092400;2;5;184;1313;935;95;90090;90;80240;150;
TRAMI;18092406;2;5;189;1304;925;100;90090;90;80240;150;
TRAMI;18092412;2;5;193;1297;925;100;90090;90;80270;200;
TRAMI;18092418;2;5;196;1291;915;105;90100;100;80270;200;
TRAMI;18092500;2;5;196;1287;915;105;90100;100;80270;240;
